Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Probability,Churn_Probability_Percent,Predicted_Churn,Risk_Level,Retention_Recommendation,Retention_Priority
69122-WES,Female,81,No,West Bengal,15,15,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.30000305175781,1389.199951171875,0.0,0,114.19999694824219,1503.4000244140625,Churned,Attitude,Attitude of service provider,0.56,56.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
69142-UTT,Male,61,Yes,Uttar Pradesh,11,27,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.450000762939453,47.5,0.0,0,0.0,47.5,Churned,Competitor,Competitor offered more data,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
69173-TAM,Male,27,No,Tamil Nadu,9,27,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.850000381469727,19.850000381469727,0.0,0,31.770000457763672,51.619998931884766,Churned,Attitude,Attitude of support person,0.97,97.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",High
69444-JAM,Female,31,Yes,Jammu & Kashmir,5,10,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.8499984741211,511.25,13.029999732971191,0,200.33999633789062,698.5599975585938,Churned,Competitor,Competitor made better offer,0.61,61.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
69510-JAM,Female,44,No,Jammu & Kashmir,2,31,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.30000305175781,577.5999755859375,0.0,0,15.600000381469727,593.2000122070312,Churned,Other,Don't know,0.75,75.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
73939-TAM,Male,59,No,Tamil Nadu,9,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55000305175781,298.3500061035156,0.0,0,65.58000183105469,363.92999267578125,Churned,Dissatisfaction,Network reliability,0.97,97.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
74352-TAM,Female,53,No,Tamil Nadu,6,24,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.1500015258789,525.0,0.0,10,210.4199981689453,745.4199829101562,Stayed,Others,Others,0.56,56.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
74427-DEL,Female,40,Yes,Delhi,12,2,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.9000015258789,273.0,8.739999771118164,0,134.0,398.260009765625,Churned,Dissatisfaction,Product dissatisfaction,0.76,76.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
74520-ODI,Female,71,Yes,Odisha,7,14,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05000305175781,85.05000305175781,0.0,0,16.3700008392334,101.41999816894531,Churned,Competitor,Competitor had better devices,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
78049-UTT,Male,71,No,Uttar Pradesh,0,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.69999694824219,74.69999694824219,0.0,0,11.34000015258789,86.04000091552734,Churned,Competitor,Competitor had better devices,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
78085-JHA,Female,47,No,Jharkhand,3,33,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.3499984741211,1730.3499755859375,0.0,0,422.17999267578125,2152.530029296875,Churned,Dissatisfaction,Product dissatisfaction,0.57,57.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
78085-ODI,Male,28,No,Odisha,2,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55000305175781,184.10000610351562,0.0,0,67.77999877929688,251.8800048828125,Churned,Attitude,Attitude of support person,0.88,88.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
78100-KAR,Female,57,No,Karnataka,12,31,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.150001525878906,98.5,0.0,0,12.9399995803833,111.44000244140625,Churned,Competitor,Competitor offered higher download speeds,0.94,94.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",High
78104-JHA,Female,61,Yes,Jharkhand,11,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.94999694824219,1101.8499755859375,0.0,0,229.0399932861328,1330.8900146484375,Churned,Competitor,Competitor made better offer,0.73,73.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
78129-DEL,Female,28,No,Delhi,13,32,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,325.45001220703125,0.0,0,193.9199981689453,519.3699951171875,Churned,Dissatisfaction,Service dissatisfaction,0.5,50.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
78228-KER,Female,58,Yes,Kerala,3,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55000305175781,69.55000305175781,0.0,0,29.780000686645508,99.33000183105469,Churned,Competitor,Competitor had better devices,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
78319-TEL,Male,71,Yes,Telangana,8,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.44999694824219,1145.699951171875,0.0,0,661.0499877929688,1806.75,Churned,Dissatisfaction,Limited range of services,0.6,60.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
78333-HAR,Female,76,No,Haryana,11,11,None,No,No,Yes,DSL,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,39.650001525878906,39.650001525878906,0.0,20,0.0,59.650001525878906,Churned,Competitor,Competitor offered more data,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
83187-UTT,Female,36,Yes,Uttar Pradesh,9,7,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.5,294.20001220703125,0.0,10,113.87999725341797,418.0799865722656,Stayed,Others,Others,0.79,79.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
83205-JAM,Female,33,Yes,Jammu & Kashmir,9,13,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1500015258789,2257.75,0.0,0,616.0,2873.75,Churned,Competitor,Competitor made better offer,0.53,53.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
83253-KER,Male,25,No,Kerala,9,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.3499984741211,88.3499984741211,0.0,0,14.260000228881836,102.61000061035156,Churned,Competitor,Competitor offered higher download speeds,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
83264-BIH,Male,35,Yes,Bihar,0,23,None,No,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219.0,0.0,0,0.0,219.0,Churned,Dissatisfaction,Network reliability,0.5,50.0,1,Medium,"Offer an incentive to move to a long-term contract | Evaluate eligibility for a value plan. Key signals: month-to-month contract, no value deal assigned.",Medium
87378-KER,Female,33,No,Kerala,0,36,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.30000305175781,918.75,0.0,0,43.290000915527344,962.0399780273438,Stayed,Others,Others,0.66,66.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
87408-ODI,Female,53,Yes,Odisha,1,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.44999694824219,85.44999694824219,0.0,0,22.969999313354492,108.41999816894531,Churned,Price,Lack of affordable download/upload speed,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
87423-WES,Female,71,No,West Bengal,9,6,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.30000305175781,2661.10009765625,0.0,0,1587.199951171875,4248.2998046875,Churned,Competitor,Competitor had better devices,0.72,72.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
87436-TAM,Female,60,Yes,Tamil Nadu,4,26,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.80000305175781,2274.35009765625,0.0,50,990.3400268554688,3314.68994140625,Churned,Dissatisfaction,Service dissatisfaction,0.52,52.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
87547-PUN,Male,74,No,Punjab,7,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.5999984741211,90.5999984741211,0.0,0,13.020000457763672,103.62000274658203,Churned,Other,Don't know,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
87595-KAR,Male,74,No,Karnataka,7,35,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.19999694824219,115.94999694824219,0.0,0,19.100000381469727,135.0500030517578,Churned,Competitor,Competitor offered more data,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
87608-HAR,Male,74,Yes,Haryana,4,9,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.30000305175781,2483.050048828125,0.0,0,66.55999755859375,2549.610107421875,Churned,Dissatisfaction,Service dissatisfaction,0.64,64.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
87644-JAM,Female,37,No,Jammu & Kashmir,8,16,Deal 5,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.049999237060547,125.5,0.0,0,0.0,125.5,Stayed,Others,Others,0.66,66.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support. Key signals: month-to-month contract, premium support not active.",Medium
92234-TAM,Female,50,No,Tamil Nadu,13,7,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.8499984741211,890.5999755859375,0.0,0,157.22999572753906,1047.8299560546875,Churned,Other,Don't know,0.53,53.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
92250-TAM,Female,25,Yes,Tamil Nadu,7,33,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.0,76.0,0.0,0,35.0099983215332,111.01000213623047,Churned,Competitor,Competitor made better offer,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
92306-JAM,Female,56,Yes,Jammu & Kashmir,1,4,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.5999984741211,155.8000030517578,0.0,0,10.640000343322754,166.44000244140625,Churned,Competitor,Competitor made better offer,0.95,95.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
92317-UTT,Male,29,Yes,Uttar Pradesh,11,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.19999694824219,474.79998779296875,0.0,0,172.4499969482422,647.25,Churned,Attitude,Attitude of service provider,0.83,83.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
96496-UTT,Female,73,Yes,Uttar Pradesh,0,5,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.30000305175781,1147.449951171875,0.0,0,119.8499984741211,1267.300048828125,Churned,Competitor,Competitor offered more data,0.66,66.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
96510-TEL,Female,76,No,Telangana,7,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5999984741211,69.5999984741211,0.0,0,34.5099983215332,104.11000061035156,Churned,Competitor,Competitor had better devices,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
96575-KAR,Female,78,Yes,Karnataka,5,7,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.30000305175781,2890.64990234375,0.0,0,787.9199829101562,3678.570068359375,Churned,Competitor,Competitor made better offer,0.6,60.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
96578-KAR,Female,71,No,Karnataka,8,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.450000762939453,19.450000762939453,0.0,0,22.920000076293945,42.369998931884766,Churned,Dissatisfaction,Limited range of services,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
96603-BIH,Female,56,Yes,Bihar,4,30,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.650001525878906,49.650001525878906,0.0,40,4.179999828338623,93.83000183105469,Churned,Dissatisfaction,Lack of self-service on Website,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
96613-WES,Male,57,No,West Bengal,9,5,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.9000015258789,79.9000015258789,0.0,0,23.200000762939453,103.0999984741211,Churned,Attitude,Attitude of support person,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
96644-HAR,Male,60,Yes,Haryana,13,13,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.69999694824219,316.8999938964844,0.0,0,63.0,379.8999938964844,Churned,Competitor,Competitor had better devices,0.75,75.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
96646-TEL,Male,26,Yes,Telangana,14,20,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.3499984741211,461.70001220703125,0.0,0,50.54999923706055,512.25,Churned,Dissatisfaction,Network reliability,0.83,83.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer a service review or upgrade consultation. Key signals: month-to-month contract, high monthly charge, fiber service customer.",High
96678-TEL,Female,49,No,Telangana,8,8,None,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.149999618530273,812.5,0.0,40,0.0,852.5,Stayed,Others,Others,0.55,55.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
11679-PUN,Female,38,Yes,Punjab,13,35,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.69999694824219,973.25,0.0,0,373.6000061035156,1346.8499755859375,Churned,Attitude,Attitude of support person,0.66,66.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
11713-MAD,Female,22,Yes,Madhya Pradesh,4,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.5999984741211,74.5999984741211,0.0,10,22.15999984741211,106.76000213623047,Churned,Competitor,Competitor offered more data,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
11751-UTT,Male,39,No,Uttar Pradesh,4,23,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5999984741211,1060.199951171875,0.0,0,452.1000061035156,1512.300048828125,Churned,Competitor,Competitor offered more data,0.76,76.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
11799-TAM,Male,33,No,Tamil Nadu,9,20,None,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.29999923706055,45.29999923706055,0.0,0,0.0,45.29999923706055,Churned,Competitor,Competitor had better devices,0.95,95.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
11814-GUJ,Female,45,Yes,Gujarat,12,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.55000305175781,6281.4501953125,0.0,0,2787.699951171875,9069.150390625,Churned,Competitor,Competitor had better devices,0.72,72.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
16149-ASS,Female,66,Yes,Assam,2,7,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.6500015258789,1463.5,0.0,0,107.4000015258789,1570.9000244140625,Churned,Competitor,Competitor had better devices,0.84,84.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
16194-JAM,Male,25,No,Jammu & Kashmir,12,19,None,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.150001525878906,168.14999389648438,0.0,0,40.619998931884766,208.77000427246094,Churned,Competitor,Competitor made better offer,0.88,88.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
16243-DEL,Female,67,No,Delhi,8,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.19999694824219,74.19999694824219,0.0,0,48.95000076293945,123.1500015258789,Churned,Price,Price too high,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
16274-JAM,Male,23,Yes,Jammu & Kashmir,14,1,None,No,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.299999237060547,25.299999237060547,0.0,10,0.0,35.29999923706055,Churned,Competitor,Competitor made better offer,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
17488-PUN,Female,34,No,Punjab,3,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6500015258789,302.3500061035156,0.0,0,94.0,396.3500061035156,Stayed,Others,Others,0.95,95.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
17661-PUN,Female,19,No,Punjab,2,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,74.6500015258789,544.5499877929688,0.0,10,151.05999755859375,705.6099853515625,Churned,Competitor,Competitor offered more data,0.54,54.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
25828-CHH,Male,64,Yes,Chhattisgarh,3,20,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0999984741211,1504.050048828125,0.0,0,610.5,2114.550048828125,Churned,Competitor,Competitor offered more data,0.83,83.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
25840-KAR,Male,23,Yes,Karnataka,8,11,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.94999694824219,384.5,0.0,0,39.91999816894531,424.4200134277344,Churned,Attitude,Attitude of service provider,0.89,89.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
25869-BIH,Female,54,No,Bihar,2,7,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5999984741211,2595.25,0.0,0,949.5900268554688,3544.840087890625,Stayed,Others,Others,0.72,72.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
25897-JAM,Male,34,Yes,Jammu & Kashmir,12,9,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.599998474121094,45.599998474121094,0.0,0,11.729999542236328,57.33000183105469,Churned,Competitor,Competitor made better offer,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
25912-BIH,Male,35,No,Bihar,7,2,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.0,143.64999389648438,0.0,0,97.31999969482422,240.97000122070312,Churned,Attitude,Attitude of support person,0.91,91.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
